orderbook_timestamp,book,bid,ask,spread
2023-09-02T19:07:11+00:00,btc_mxn,441019.99,441020.0,2.2674708651111574e-06
2023-09-02T19:07:11+00:00,usd_mxn,17.09,17.1,0.058479532163751825
