orderbook_timestamp,book,bid,ask,spread
2023-09-02T18:57:21+00:00,btc_mxn,441009.99,441010.01,4.535044458203217e-06
2023-09-02T18:57:21+00:00,usd_mxn,17.09,17.1,0.058479532163751825
