orderbook_timestamp,book,bid,ask,spread
2023-09-02T19:28:33+00:00,btc_mxn,441390.0,441390.01,2.265570081505294e-06
2023-09-02T19:28:33+00:00,usd_mxn,17.09,17.1,0.058479532163751825
