orderbook_timestamp,book,bid,ask,spread
2023-09-02T19:48:46+00:00,btc_mxn,441609.99,441610.01,4.52888285268408e-06
2023-09-02T19:48:46+00:00,usd_mxn,17.09,17.1,0.058479532163751825
